time,station name,number of departures,departure number 1,description departure number 1,departure number 2,description departure number 2,departure number 3,description departure number 3,departure number 4,description departure number 4,departure number 5,description departure number 5,departure number 6,description departure number 6,departure number 7,description departure number 7,departure number 8,description departure number 8,number of arrivals,arrival number 1,description arrival number 1,arrival number 2,description arrival number 2,arrival number 3,description arrival number 3,arrival number 4,description arrival number 4,arrival number 5,description arrival number 5,arrival number 6,description arrival number 6,arrival number 7,description arrival number 7,arrival number 8,description arrival number 8,number of perturbations,perturbation number 1,perturbation number 2,perturbation number 3,perturbation number 4
201905021545,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021551,6 mn,201905021557,11 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare Montparnasse,2,201905021546,0 mn,201905021552,6 mn,,,,,,,,,,,,,2,201905021553,8 mn,201905021558,13 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021549,3 mn,201905021558,12 mn,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse,2,201905021550,5 mn,201905021556,11 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse 2-Gare Tgv,2,201905021548,2 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Strasbourg-Magenta,2,201905021602,17 mn,201905021614,28 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Armorique-Musee Postal,2,201905021550,4 mn,201905021557,11 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021546,0 mn,201905021547,1 mn,,,,,,,,,,,,,0,,,,
201905021545,Valenciennes,2,201905021607,21 mn,201905021619,33 mn,,,,,,,,,,,,,2,201905021552,6 mn,201905021601,15 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare de l'Est,2,201905021605,19 mn,201905021616,30 mn,,,,,,,,,,,,,2,201905021554,9 mn,201905021603,17 mn,,,,,,,,,,,,,0,,,,
201905021545,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021545,0 mn,201905021556,10 mn,,,,,,,,,,,,,0,,,,
201905021545,Jacques Bonsergent,2,201905021600,14 mn,201905021612,26 mn,,,,,,,,,,,,,2,201905021548,2 mn,201905021559,13 mn,,,,,,,,,,,,,0,,,,
201905021545,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021550,4 mn,201905021601,15 mn,,,,,,,,,,,,,0,,,,
201905021545,Republique,2,201905021557,11 mn,201905021609,24 mn,,,,,,,,,,,,,2,201905021552,6 mn,201905021602,16 mn,,,,,,,,,,,,,0,,,,
201905021545,Jean-Pierre Timbaud,2,201905021554,9 mn,201905021607,21 mn,,,,,,,,,,,,,2,201905021545,0 mn,201905021546,0 mn,,,,,,,,,,,,,0,,,,
201905021545,Oberkampf-Filles du Calvaire,2,201905021552,6 mn,201905021605,19 mn,,,,,,,,,,,,,2,201905021547,1 mn,201905021547,2 mn,,,,,,,,,,,,,0,,,,
201905021545,Saint-Claude,2,201905021551,5 mn,201905021604,18 mn,,,,,,,,,,,,,2,201905021548,3 mn,201905021549,3 mn,,,,,,,,,,,,,0,,,,
201905021545,Saint-Gilles-Chemin Vert,2,201905021549,3 mn,201905021602,16 mn,,,,,,,,,,,,,2,201905021545,A l'arret,201905021545,0 mn,,,,,,,,,,,,,0,,,,
201905021545,Bastille-Beaumarchais,2,201905021546,1 mn,201905021600,14 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021545,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021547,1 mn,201905021548,2 mn,,,,,,,,,,,,,0,,,,
201905021545,Lyon-Ledru Rollin,2,201905021552,7 mn,201905021555,9 mn,,,,,,,,,,,,,2,201905021549,3 mn,201905021550,5 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare de Lyon-Diderot,2,201905021549,3 mn,201905021551,6 mn,,,,,,,,,,,,,2,201905021553,7 mn,201905021554,9 mn,,,,,,,,,,,,,0,,,,
201905021545,Quai de la Rapee,2,201905021547,1 mn,201905021550,4 mn,,,,,,,,,,,,,2,201905021554,9 mn,201905021556,10 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare d'Austerlitz,2,201905021548,2 mn,201905021557,11 mn,,,,,,,,,,,,,2,201905021558,12 mn,201905021559,13 mn,,,,,,,,,,,,,0,,,,
201905021545,Saint-Marcel-La Pitie,2,201905021545,0 mn,201905021555,9 mn,,,,,,,,,,,,,2,201905021545,A l'arret,201905021601,15 mn,,,,,,,,,,,,,0,,,,
201905021545,Saint-Marcel-Jeanne d'Arc,2,201905021552,7 mn,201905021559,13 mn,,,,,,,,,,,,,2,201905021547,1 mn,201905021604,18 mn,,,,,,,,,,,,,0,,,,
201905021545,Les Gobelins,2,201905021551,5 mn,201905021557,11 mn,,,,,,,,,,,,,2,201905021549,3 mn,201905021606,20 mn,,,,,,,,,,,,,0,,,,
201905021545,Port Royal-Berthollet,2,201905021547,2 mn,201905021554,8 mn,,,,,,,,,,,,,2,201905021546,0 mn,201905021551,5 mn,,,,,,,,,,,,,0,,,,
201905021545,Port Royal-Saint Jacques,2,201905021551,5 mn,201905021558,12 mn,,,,,,,,,,,,,2,201905021549,3 mn,201905021554,8 mn,,,,,,,,,,,,,0,,,,
201905021545,Observatoire-Port Royal,2,201905021550,4 mn,201905021556,11 mn,,,,,,,,,,,,,2,201905021550,4 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,
201905021545,Campagne Premiere,2,201905021548,3 mn,201905021555,9 mn,,,,,,,,,,,,,2,201905021545,0 mn,201905021551,5 mn,,,,,,,,,,,,,0,,,,
201905021545,Vavin,2,201905021546,0 mn,201905021553,7 mn,,,,,,,,,,,,,2,201905021547,1 mn,201905021553,7 mn,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021549,3 mn,201905021554,9 mn,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021551,6 mn,201905021557,11 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare Montparnasse,2,201905021546,0 mn,201905021552,6 mn,,,,,,,,,,,,,2,201905021553,7 mn,201905021558,12 mn,,,,,,,,,,,,,0,,,,
201905021545,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021549,3 mn,201905021558,12 mn,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse,2,201905021550,4 mn,201905021556,10 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Montparnasse 2-Gare Tgv,2,201905021548,2 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Strasbourg-Magenta,2,201905021602,16 mn,201905021614,28 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021545,Armorique-Musee Postal,2,201905021550,4 mn,201905021557,11 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021548,1 mn,201905021557,10 mn,,,,,,,,,,,,,0,,,,
201905021546,Valenciennes,2,201905021608,21 mn,201905021620,33 mn,,,,,,,,,,,,,2,201905021552,5 mn,201905021601,14 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare de l'Est,2,201905021605,18 mn,201905021617,30 mn,,,,,,,,,,,,,2,201905021554,8 mn,201905021603,17 mn,,,,,,,,,,,,,0,,,,
201905021546,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021556,9 mn,201905021604,18 mn,,,,,,,,,,,,,0,,,,
201905021546,Jacques Bonsergent,2,201905021600,13 mn,201905021612,26 mn,,,,,,,,,,,,,2,201905021548,1 mn,201905021559,12 mn,,,,,,,,,,,,,0,,,,
201905021546,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021600,14 mn,,,,,,,,,,,,,0,,,,
201905021546,Republique,2,201905021557,11 mn,201905021610,24 mn,,,,,,,,,,,,,2,201905021551,5 mn,201905021602,16 mn,,,,,,,,,,,,,0,,,,
201905021546,Jean-Pierre Timbaud,2,201905021555,8 mn,201905021608,21 mn,,,,,,,,,,,,,2,201905021546,0 mn,201905021553,7 mn,,,,,,,,,,,,,0,,,,
201905021546,Oberkampf-Filles du Calvaire,2,201905021552,6 mn,201905021606,19 mn,,,,,,,,,,,,,2,201905021547,1 mn,201905021548,2 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Claude,2,201905021551,4 mn,201905021604,18 mn,,,,,,,,,,,,,2,201905021549,2 mn,201905021550,3 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Gilles-Chemin Vert,2,201905021549,3 mn,201905021602,16 mn,,,,,,,,,,,,,2,201905021546,A l'arret,201905021546,0 mn,,,,,,,,,,,,,0,,,,
201905021546,Bastille-Beaumarchais,2,201905021547,0 mn,201905021600,14 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021546,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021548,1 mn,201905021549,2 mn,,,,,,,,,,,,,0,,,,
201905021546,Lyon-Ledru Rollin,2,201905021550,4 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021550,3 mn,201905021551,5 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare de Lyon-Diderot,2,201905021547,0 mn,201905021552,5 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021554,8 mn,,,,,,,,,,,,,0,,,,
201905021546,Quai de la Rapee,2,201905021550,3 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021555,9 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare d'Austerlitz,2,201905021547,1 mn,201905021558,11 mn,,,,,,,,,,,,,2,201905021559,12 mn,201905021559,13 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Marcel-La Pitie,2,201905021555,9 mn,201905021601,14 mn,,,,,,,,,,,,,2,201905021602,15 mn,201905021602,16 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Marcel-Jeanne d'Arc,2,201905021553,6 mn,201905021558,12 mn,,,,,,,,,,,,,2,201905021547,1 mn,201905021604,18 mn,,,,,,,,,,,,,0,,,,
201905021546,Les Gobelins,2,201905021551,4 mn,201905021557,10 mn,,,,,,,,,,,,,2,201905021549,3 mn,201905021607,20 mn,,,,,,,,,,,,,0,,,,
201905021546,Port Royal-Berthollet,2,201905021548,1 mn,201905021553,7 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021551,5 mn,,,,,,,,,,,,,0,,,,
201905021546,Port Royal-Saint Jacques,2,201905021551,4 mn,201905021557,11 mn,,,,,,,,,,,,,2,201905021550,3 mn,201905021554,8 mn,,,,,,,,,,,,,0,,,,
201905021546,Observatoire-Port Royal,2,201905021549,3 mn,201905021556,10 mn,,,,,,,,,,,,,2,201905021551,4 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,
201905021546,Campagne Premiere,2,201905021548,2 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021546,0 mn,201905021552,6 mn,,,,,,,,,,,,,0,,,,
201905021546,Vavin,2,201905021546,A l'arret,201905021552,6 mn,,,,,,,,,,,,,2,201905021548,2 mn,201905021554,7 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021552,6 mn,201905021558,11 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare Montparnasse,2,201905021546,A l'arret,201905021552,5 mn,,,,,,,,,,,,,2,201905021554,8 mn,201905021559,13 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021549,2 mn,201905021558,11 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse,2,201905021550,3 mn,201905021556,10 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse 2-Gare Tgv,2,201905021548,1 mn,201905021555,8 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Strasbourg-Magenta,2,201905021602,16 mn,201905021615,28 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Armorique-Musee Postal,2,201905021550,3 mn,201905021557,10 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021548,1 mn,201905021557,10 mn,,,,,,,,,,,,,0,,,,
201905021546,Valenciennes,2,201905021608,21 mn,201905021620,33 mn,,,,,,,,,,,,,2,201905021552,5 mn,201905021601,14 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare de l'Est,2,201905021605,18 mn,201905021617,30 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021603,16 mn,,,,,,,,,,,,,0,,,,
201905021546,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021556,9 mn,201905021604,18 mn,,,,,,,,,,,,,0,,,,
201905021546,Jacques Bonsergent,2,201905021600,13 mn,201905021612,26 mn,,,,,,,,,,,,,2,201905021548,1 mn,201905021559,12 mn,,,,,,,,,,,,,0,,,,
201905021546,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021600,14 mn,,,,,,,,,,,,,0,,,,
201905021546,Republique,2,201905021557,10 mn,201905021610,23 mn,,,,,,,,,,,,,2,201905021551,4 mn,201905021602,15 mn,,,,,,,,,,,,,0,,,,
201905021546,Jean-Pierre Timbaud,2,201905021555,8 mn,201905021608,21 mn,,,,,,,,,,,,,2,201905021546,0 mn,201905021553,6 mn,,,,,,,,,,,,,0,,,,
201905021546,Oberkampf-Filles du Calvaire,2,201905021552,6 mn,201905021606,19 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021548,1 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Claude,2,201905021551,4 mn,201905021604,17 mn,,,,,,,,,,,,,2,201905021549,2 mn,201905021550,3 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Gilles-Chemin Vert,2,201905021549,2 mn,201905021602,15 mn,,,,,,,,,,,,,2,201905021546,A l'arret,201905021546,0 mn,,,,,,,,,,,,,0,,,,
201905021546,Bastille-Beaumarchais,2,201905021547,0 mn,201905021600,13 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021546,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021548,1 mn,201905021549,2 mn,,,,,,,,,,,,,0,,,,
201905021546,Lyon-Ledru Rollin,2,201905021550,3 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021550,3 mn,201905021551,4 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare de Lyon-Diderot,2,201905021547,0 mn,201905021552,5 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021554,7 mn,,,,,,,,,,,,,0,,,,
201905021546,Quai de la Rapee,2,201905021550,3 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021555,9 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare d'Austerlitz,2,201905021547,1 mn,201905021558,11 mn,,,,,,,,,,,,,2,201905021559,12 mn,201905021559,12 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Marcel-La Pitie,2,201905021555,8 mn,201905021601,14 mn,,,,,,,,,,,,,2,201905021602,15 mn,201905021602,15 mn,,,,,,,,,,,,,0,,,,
201905021546,Saint-Marcel-Jeanne d'Arc,2,201905021553,6 mn,201905021558,12 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021604,18 mn,,,,,,,,,,,,,0,,,,
201905021546,Les Gobelins,2,201905021551,4 mn,201905021557,10 mn,,,,,,,,,,,,,2,201905021549,2 mn,201905021607,20 mn,,,,,,,,,,,,,0,,,,
201905021546,Port Royal-Berthollet,2,201905021548,1 mn,201905021553,7 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021551,5 mn,,,,,,,,,,,,,0,,,,
201905021546,Port Royal-Saint Jacques,2,201905021551,4 mn,201905021557,10 mn,,,,,,,,,,,,,2,201905021550,3 mn,201905021554,7 mn,,,,,,,,,,,,,0,,,,
201905021546,Observatoire-Port Royal,2,201905021549,3 mn,201905021556,9 mn,,,,,,,,,,,,,2,201905021551,4 mn,201905021555,8 mn,,,,,,,,,,,,,0,,,,
201905021546,Campagne Premiere,2,201905021548,1 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021546,0 mn,201905021552,5 mn,,,,,,,,,,,,,0,,,,
201905021546,Vavin,2,201905021546,A l'arret,201905021552,5 mn,,,,,,,,,,,,,2,201905021548,1 mn,201905021554,7 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021555,9 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021552,5 mn,201905021558,11 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare Montparnasse,2,201905021546,A l'arret,201905021552,5 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021559,12 mn,,,,,,,,,,,,,0,,,,
201905021546,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021549,2 mn,201905021558,11 mn,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse,2,201905021550,3 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Montparnasse 2-Gare Tgv,2,201905021548,1 mn,201905021555,8 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Strasbourg-Magenta,2,201905021602,16 mn,201905021615,28 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021546,Armorique-Musee Postal,2,201905021550,3 mn,201905021557,10 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021547,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021548,0 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,
201905021547,Valenciennes,2,201905021608,21 mn,201905021620,33 mn,,,,,,,,,,,,,2,201905021552,4 mn,201905021601,13 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare de l'Est,2,201905021606,18 mn,201905021618,30 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021603,16 mn,,,,,,,,,,,,,0,,,,
201905021547,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021556,8 mn,201905021604,17 mn,,,,,,,,,,,,,0,,,,
201905021547,Jacques Bonsergent,2,201905021601,13 mn,201905021613,26 mn,,,,,,,,,,,,,2,201905021549,1 mn,201905021559,11 mn,,,,,,,,,,,,,0,,,,
201905021547,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021600,13 mn,,,,,,,,,,,,,0,,,,
201905021547,Republique,2,201905021558,11 mn,201905021611,23 mn,,,,,,,,,,,,,2,201905021552,5 mn,201905021602,15 mn,,,,,,,,,,,,,0,,,,
201905021547,Jean-Pierre Timbaud,2,201905021556,8 mn,201905021609,21 mn,,,,,,,,,,,,,2,201905021554,6 mn,201905021604,17 mn,,,,,,,,,,,,,0,,,,
201905021547,Oberkampf-Filles du Calvaire,2,201905021553,6 mn,201905021607,19 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021548,0 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Claude,2,201905021552,4 mn,201905021605,18 mn,,,,,,,,,,,,,2,201905021549,1 mn,201905021549,2 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Gilles-Chemin Vert,2,201905021550,2 mn,201905021603,16 mn,,,,,,,,,,,,,2,201905021547,A l'arret,201905021547,A l'arret,,,,,,,,,,,,,0,,,,
201905021547,Bastille-Beaumarchais,2,201905021547,0 mn,201905021601,14 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021547,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021549,1 mn,201905021550,2 mn,,,,,,,,,,,,,0,,,,
201905021547,Lyon-Ledru Rollin,2,201905021550,2 mn,201905021556,9 mn,,,,,,,,,,,,,2,201905021551,3 mn,201905021552,4 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare de Lyon-Diderot,2,201905021547,A l'arret,201905021553,5 mn,,,,,,,,,,,,,2,201905021554,7 mn,201905021555,7 mn,,,,,,,,,,,,,0,,,,
201905021547,Quai de la Rapee,2,201905021551,4 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021556,8 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare d'Austerlitz,2,201905021548,0 mn,201905021556,9 mn,,,,,,,,,,,,,2,201905021559,11 mn,201905021559,12 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Marcel-La Pitie,2,201905021554,7 mn,201905021601,14 mn,,,,,,,,,,,,,2,201905021602,15 mn,201905021603,15 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Marcel-Jeanne d'Arc,2,201905021552,4 mn,201905021559,11 mn,,,,,,,,,,,,,2,201905021548,0 mn,201905021604,17 mn,,,,,,,,,,,,,0,,,,
201905021547,Les Gobelins,2,201905021550,2 mn,201905021557,9 mn,,,,,,,,,,,,,2,201905021550,2 mn,201905021607,19 mn,,,,,,,,,,,,,0,,,,
201905021547,Port Royal-Berthollet,2,201905021547,A l'arret,201905021554,6 mn,,,,,,,,,,,,,2,201905021547,A l'arret,201905021552,4 mn,,,,,,,,,,,,,0,,,,
201905021547,Port Royal-Saint Jacques,2,201905021551,3 mn,201905021558,10 mn,,,,,,,,,,,,,2,201905021549,2 mn,201905021555,7 mn,,,,,,,,,,,,,0,,,,
201905021547,Observatoire-Port Royal,2,201905021550,2 mn,201905021557,9 mn,,,,,,,,,,,,,2,201905021551,3 mn,201905021556,8 mn,,,,,,,,,,,,,0,,,,
201905021547,Campagne Premiere,2,201905021548,1 mn,201905021555,8 mn,,,,,,,,,,,,,2,201905021552,5 mn,201905021557,10 mn,,,,,,,,,,,,,0,,,,
201905021547,Vavin,2,201905021553,5 mn,201905021558,11 mn,,,,,,,,,,,,,2,201905021548,0 mn,201905021554,6 mn,,,,,,,,,,,,,0,,,,
201905021547,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021549,2 mn,201905021555,8 mn,,,,,,,,,,,,,0,,,,
201905021547,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021552,4 mn,201905021558,10 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare Montparnasse,2,201905021552,4 mn,201905021559,11 mn,,,,,,,,,,,,,2,201905021554,6 mn,201905021559,11 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021549,1 mn,201905021558,10 mn,,,,,,,,,,,,,0,,,,
201905021547,Montparnasse,2,201905021551,3 mn,201905021556,9 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021547,Montparnasse 2-Gare Tgv,2,201905021548,0 mn,201905021555,7 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021547,Strasbourg-Magenta,2,201905021603,16 mn,201905021615,28 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021547,Armorique-Musee Postal,2,201905021550,2 mn,201905021557,9 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021547,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021548,0 mn,201905021556,8 mn,,,,,,,,,,,,,0,,,,
201905021547,Valenciennes,2,201905021608,20 mn,201905021620,33 mn,,,,,,,,,,,,,2,201905021552,4 mn,201905021601,13 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare de l'Est,2,201905021606,18 mn,201905021618,30 mn,,,,,,,,,,,,,2,201905021554,6 mn,201905021603,15 mn,,,,,,,,,,,,,0,,,,
201905021547,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021556,8 mn,201905021604,17 mn,,,,,,,,,,,,,0,,,,
201905021547,Jacques Bonsergent,2,201905021601,13 mn,201905021613,25 mn,,,,,,,,,,,,,2,201905021549,1 mn,201905021559,11 mn,,,,,,,,,,,,,0,,,,
201905021547,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021550,3 mn,201905021600,12 mn,,,,,,,,,,,,,0,,,,
201905021547,Republique,2,201905021558,10 mn,201905021611,23 mn,,,,,,,,,,,,,2,201905021552,4 mn,201905021602,14 mn,,,,,,,,,,,,,0,,,,
201905021547,Jean-Pierre Timbaud,2,201905021556,8 mn,201905021609,21 mn,,,,,,,,,,,,,2,201905021554,6 mn,201905021604,16 mn,,,,,,,,,,,,,0,,,,
201905021547,Oberkampf-Filles du Calvaire,2,201905021553,5 mn,201905021607,19 mn,,,,,,,,,,,,,2,201905021547,0 mn,201905021548,0 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Claude,2,201905021552,4 mn,201905021605,17 mn,,,,,,,,,,,,,2,201905021549,1 mn,201905021549,2 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Gilles-Chemin Vert,2,201905021550,2 mn,201905021603,16 mn,,,,,,,,,,,,,2,201905021547,A l'arret,201905021547,A l'arret,,,,,,,,,,,,,0,,,,
201905021547,Bastille-Beaumarchais,2,201905021547,0 mn,201905021601,14 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021547,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021549,1 mn,201905021550,2 mn,,,,,,,,,,,,,0,,,,
201905021547,Lyon-Ledru Rollin,2,201905021550,2 mn,201905021556,8 mn,,,,,,,,,,,,,2,201905021551,3 mn,201905021552,4 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare de Lyon-Diderot,2,201905021553,5 mn,201905021553,5 mn,,,,,,,,,,,,,2,201905021554,6 mn,201905021555,7 mn,,,,,,,,,,,,,0,,,,
201905021547,Quai de la Rapee,2,201905021551,3 mn,201905021555,7 mn,,,,,,,,,,,,,2,201905021556,8 mn,201905021556,8 mn,,,,,,,,,,,,,0,,,,
201905021547,Gare d'Austerlitz,2,201905021548,0 mn,201905021556,8 mn,,,,,,,,,,,,,2,201905021559,11 mn,201905021559,11 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Marcel-La Pitie,2,201905021554,6 mn,201905021601,13 mn,,,,,,,,,,,,,2,201905021602,14 mn,201905021603,15 mn,,,,,,,,,,,,,0,,,,
201905021547,Saint-Marcel-Jeanne d'Arc,2,201905021552,4 mn,201905021559,11 mn,,,,,,,,,,,,,2,201905021548,0 mn,201905021604,17 mn,,,,,,,,,,,,,0,,,,
201905021547,Les Gobelins,2,201905021550,2 mn,201905021557,9 mn,,,,,,,,,,,,,2,201905021550,2 mn,201905021607,19 mn,,,,,,,,,,,,,0,,,,
